"train/global_step","glad-glitter-9 - train/throughput_tokens_per_sec","glad-glitter-9 - train/throughput_tokens_per_sec__MIN","glad-glitter-9 - train/throughput_tokens_per_sec__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX","sleek-moon-7 - train/throughput_tokens_per_sec","sleek-moon-7 - train/throughput_tokens_per_sec__MIN","sleek-moon-7 - train/throughput_tokens_per_sec__MAX","sleek-moon-7 - _step","sleek-moon-7 - _step__MIN","sleek-moon-7 - _step__MAX","magic-universe-6 - train/throughput_tokens_per_sec","magic-universe-6 - train/throughput_tokens_per_sec__MIN","magic-universe-6 - train/throughput_tokens_per_sec__MAX","magic-universe-6 - _step","magic-universe-6 - _step__MIN","magic-universe-6 - _step__MAX","visionary-oath-5 - train/throughput_tokens_per_sec","visionary-oath-5 - train/throughput_tokens_per_sec__MIN","visionary-oath-5 - train/throughput_tokens_per_sec__MAX","visionary-oath-5 - _step","visionary-oath-5 - _step__MIN","visionary-oath-5 - _step__MAX"
"4210","","","","","","","-14.562506347198942","-14.562506347198942","-14.562506347198942","43","43","43","-14.677672227442812","-14.677672227442812","-14.677672227442812","852","852","852","","","","","",""
"4220","","","","","","","-14.485938838989874","-14.485938838989874","-14.485938838989874","45","45","45","-14.489105513067349","-14.489105513067349","-14.489105513067349","854","854","854","","","","","",""
"4230","","","","","","","-14.638769860070973","-14.638769860070973","-14.638769860070973","47","47","47","-14.66970237662601","-14.66970237662601","-14.66970237662601","856","856","856","","","","","",""
"4240","","","","","","","-14.588353857588213","-14.588353857588213","-14.588353857588213","49","49","49","-14.665635764214718","-14.665635764214718","-14.665635764214718","858","858","858","","","","","",""
"4250","","","","","","","-14.629287343708292","-14.629287343708292","-14.629287343708292","51","51","51","-14.561711640897903","-14.561711640897903","-14.561711640897903","860","860","860","","","","","",""
"4260","","","","","","","-14.637146286151129","-14.637146286151129","-14.637146286151129","53","53","53","-14.679104124206878","-14.679104124206878","-14.679104124206878","862","862","862","","","","","",""
"4270","","","","","","","-14.493287643393867","-14.493287643393867","-14.493287643393867","55","55","55","-14.673471255219628","-14.673471255219628","-14.673471255219628","864","864","864","","","","","",""
"4280","","","","","","","-14.657445271719913","-14.657445271719913","-14.657445271719913","57","57","57","-12.49368910014687","-12.49368910014687","-12.49368910014687","866","866","866","","","","","",""
"4290","","","","","","","-14.674369656712118","-14.674369656712118","-14.674369656712118","59","59","59","-14.690997085940722","-14.690997085940722","-14.690997085940722","868","868","868","","","","","",""
"4300","","","","","","","-14.502937807687486","-14.502937807687486","-14.502937807687486","61","61","61","-14.60164881102033","-14.60164881102033","-14.60164881102033","870","870","870","","","","","",""
"4310","","","","","","","-14.648029674603498","-14.648029674603498","-14.648029674603498","63","63","63","-14.725290890308221","-14.725290890308221","-14.725290890308221","872","872","872","","","","","",""
"4320","","","","","","","-14.609121875903085","-14.609121875903085","-14.609121875903085","65","65","65","-14.657294808595772","-14.657294808595772","-14.657294808595772","874","874","874","","","","","",""
"4330","","","","","","","-14.41150448796793","-14.41150448796793","-14.41150448796793","67","67","67","-14.491279982163611","-14.491279982163611","-14.491279982163611","876","876","876","","","","","",""
"4340","","","","","","","-14.640548701537403","-14.640548701537403","-14.640548701537403","69","69","69","-14.691974829907027","-14.691974829907027","-14.691974829907027","878","878","878","","","","","",""
"4350","","","","","","","-14.601621806153934","-14.601621806153934","-14.601621806153934","71","71","71","-14.654990227657368","-14.654990227657368","-14.654990227657368","880","880","880","","","","","",""
"4360","","","","","","","-14.47397272092","-14.47397272092","-14.47397272092","73","73","73","-14.55705574171255","-14.55705574171255","-14.55705574171255","882","882","882","","","","","",""
"4370","","","","","","","-14.641355230795059","-14.641355230795059","-14.641355230795059","75","75","75","-14.668472697840304","-14.668472697840304","-14.668472697840304","884","884","884","","","","","",""
"4380","","","","","","","-14.672104612499353","-14.672104612499353","-14.672104612499353","77","77","77","-14.71770337656499","-14.71770337656499","-14.71770337656499","886","886","886","","","","","",""
"4390","","","","","","","-14.447215962947679","-14.447215962947679","-14.447215962947679","79","79","79","-14.547505313148427","-14.547505313148427","-14.547505313148427","888","888","888","","","","","",""
"4400","","","","","","","-14.619860101408342","-14.619860101408342","-14.619860101408342","81","81","81","-14.660842718892862","-14.660842718892862","-14.660842718892862","890","890","890","","","","","",""
"4410","","","","","","","-14.64450713667216","-14.64450713667216","-14.64450713667216","83","83","83","-14.573111253396732","-14.573111253396732","-14.573111253396732","892","892","892","","","","","",""
"4420","","","","","","","-14.540128215725336","-14.540128215725336","-14.540128215725336","85","85","85","-14.672059703678844","-14.672059703678844","-14.672059703678844","894","894","894","","","","","",""
"4430","","","","","","","-14.653307061306055","-14.653307061306055","-14.653307061306055","87","87","87","-14.69728393493533","-14.69728393493533","-14.69728393493533","896","896","896","","","","","",""
"4440","","","","","","","-14.611157552682213","-14.611157552682213","-14.611157552682213","89","89","89","-14.556050092226752","-14.556050092226752","-14.556050092226752","898","898","898","","","","","",""
"4450","","","","","","","-14.594070718614116","-14.594070718614116","-14.594070718614116","91","91","91","-12.776976302410693","-12.776976302410693","-12.776976302410693","900","900","900","","","","","",""
"4460","","","","","","","-12.590886359182548","-12.590886359182548","-12.590886359182548","93","93","93","-14.742790195516081","-14.742790195516081","-14.742790195516081","902","902","902","","","","","",""
"4470","","","","","","","-14.555211894049885","-14.555211894049885","-14.555211894049885","95","95","95","-14.555855924735994","-14.555855924735994","-14.555855924735994","904","904","904","","","","","",""
"4480","","","","","","","-14.604786821127615","-14.604786821127615","-14.604786821127615","97","97","97","-14.714098860202622","-14.714098860202622","-14.714098860202622","906","906","906","","","","","",""
"4490","","","","","","","-14.652113719444499","-14.652113719444499","-14.652113719444499","99","99","99","-14.68281679873075","-14.68281679873075","-14.68281679873075","908","908","908","","","","","",""
"4500","","","","","","","-14.60343135308163","-14.60343135308163","-14.60343135308163","102","102","102","-14.676762187156708","-14.676762187156708","-14.676762187156708","911","911","911","","","","","",""
"4510","","","","","","","-14.626989966905084","-14.626989966905084","-14.626989966905084","104","104","104","-14.73253368853588","-14.73253368853588","-14.73253368853588","913","913","913","","","","","",""
"4520","","","","","","","-14.56344177866666","-14.56344177866666","-14.56344177866666","106","106","106","-14.498438437088977","-14.498438437088977","-14.498438437088977","915","915","915","","","","","",""
"4530","","","","","","","-14.557117316603463","-14.557117316603463","-14.557117316603463","108","108","108","-14.617640508212842","-14.617640508212842","-14.617640508212842","917","917","917","","","","","",""
"4540","","","","","","","-14.636049739421125","-14.636049739421125","-14.636049739421125","110","110","110","-14.679312832038674","-14.679312832038674","-14.679312832038674","919","919","919","","","","","",""
"4550","","","","","","","-14.401689689516118","-14.401689689516118","-14.401689689516118","112","112","112","-14.523219582418449","-14.523219582418449","-14.523219582418449","921","921","921","","","","","",""
"4560","","","","","","","-14.659022118984302","-14.659022118984302","-14.659022118984302","114","114","114","-14.695850098477658","-14.695850098477658","-14.695850098477658","923","923","923","","","","","",""
"4570","","","","","","","-14.609167990424966","-14.609167990424966","-14.609167990424966","116","116","116","-14.704064249369026","-14.704064249369026","-14.704064249369026","925","925","925","","","","","",""
"4580","","","","","","","-14.472722575252261","-14.472722575252261","-14.472722575252261","118","118","118","-14.520292457617868","-14.520292457617868","-14.520292457617868","927","927","927","","","","","",""
"4590","","","","","","","-14.707322183251383","-14.707322183251383","-14.707322183251383","120","120","120","","","","","","","","","","","",""
"4600","","","","","","","-14.710304248261355","-14.710304248261355","-14.710304248261355","122","122","122","","","","","","","","","","","",""
"4610","","","","","","","-14.57817802491996","-14.57817802491996","-14.57817802491996","124","124","124","","","","","","","","","","","",""
"4620","","","","","","","-14.649308691982975","-14.649308691982975","-14.649308691982975","126","126","126","","","","","","","","","","","",""
"4630","","","","","","","-14.678455562361581","-14.678455562361581","-14.678455562361581","128","128","128","","","","","","","","","","","",""
"4640","","","","","","","-14.590282242275835","-14.590282242275835","-14.590282242275835","130","130","130","","","","","","","","","","","",""
"4650","","","","","","","-14.726606057826443","-14.726606057826443","-14.726606057826443","132","132","132","","","","","","","","","","","",""
"4660","","","","","","","-14.580357138977424","-14.580357138977424","-14.580357138977424","134","134","134","","","","","","","","","","","",""
"4670","","","","","","","-14.613919345957788","-14.613919345957788","-14.613919345957788","136","136","136","","","","","","","","","","","",""
"4680","","","","","","","-14.622416493824643","-14.622416493824643","-14.622416493824643","138","138","138","","","","","","","","","","","",""
"4690","","","","","","","-14.494120289628137","-14.494120289628137","-14.494120289628137","140","140","140","","","","","","","","","","","",""
"4700","","","","","","","-14.626484672716785","-14.626484672716785","-14.626484672716785","142","142","142","","","","","","","","","","","",""
"4710","","","","","","","-14.636483869279221","-14.636483869279221","-14.636483869279221","144","144","144","","","","","","","","","","","",""
"4720","","","","","","","-14.495205064400645","-14.495205064400645","-14.495205064400645","146","146","146","","","","","","","","","","","",""
"4730","","","","","","","-12.640132298900586","-12.640132298900586","-12.640132298900586","148","148","148","","","","","","","","","","","",""
"4740","","","","","","","-14.657174760446363","-14.657174760446363","-14.657174760446363","150","150","150","","","","","","","","","","","",""
"4750","","","","","","","-14.465726683886727","-14.465726683886727","-14.465726683886727","152","152","152","","","","","","","","","","","",""
"4760","","","","","","","-14.620638870207008","-14.620638870207008","-14.620638870207008","154","154","154","","","","","","","","","","","",""
"4770","","","","","","","-14.653393450165064","-14.653393450165064","-14.653393450165064","156","156","156","","","","","","","","","","","",""
"4780","","","","","","","-14.512622800362962","-14.512622800362962","-14.512622800362962","158","158","158","","","","","","","","","","","",""
"4790","","","","","","","-14.66047760192383","-14.66047760192383","-14.66047760192383","160","160","160","","","","","","","","","","","",""
"4800","","","","","","","-14.69354463844587","-14.69354463844587","-14.69354463844587","162","162","162","","","","","","","","","","","",""
"4810","","","","","","","-14.530588966503839","-14.530588966503839","-14.530588966503839","164","164","164","","","","","","","","","","","",""
"4820","","","","","","","-14.633986378670347","-14.633986378670347","-14.633986378670347","166","166","166","","","","","","","","","","","",""
"4830","","","","","","","-14.633672058458922","-14.633672058458922","-14.633672058458922","168","168","168","","","","","","","","","","","",""
"4840","","","","","","","-14.656324875792587","-14.656324875792587","-14.656324875792587","170","170","170","","","","","","","","","","","",""
"4850","","","","","","","-14.717246663782086","-14.717246663782086","-14.717246663782086","172","172","172","","","","","","","","","","","",""
"4860","","","","","","","-14.599437919739586","-14.599437919739586","-14.599437919739586","174","174","174","","","","","","","","","","","",""
"4870","","","","","","","-14.69667399724326","-14.69667399724326","-14.69667399724326","176","176","176","","","","","","","","","","","",""
"4880","","","","","","","-14.674427414857197","-14.674427414857197","-14.674427414857197","178","178","178","","","","","","","","","","","",""
"4890","","","","","","","-14.562939285338402","-14.562939285338402","-14.562939285338402","180","180","180","","","","","","","","","","","",""
"4900","","","","","","","-14.630856543124205","-14.630856543124205","-14.630856543124205","182","182","182","","","","","","","","","","","",""
"4910","","","","","","","-14.65999881381104","-14.65999881381104","-14.65999881381104","184","184","184","","","","","","","","","","","",""
"4920","","","","","","","-14.486217138061319","-14.486217138061319","-14.486217138061319","186","186","186","","","","","","","","","","","",""
"4930","","","","","","","-14.707347968900807","-14.707347968900807","-14.707347968900807","188","188","188","","","","","","","","","","","",""
"4940","","","","","","","-14.64982675757237","-14.64982675757237","-14.64982675757237","190","190","190","","","","","","","","","","","",""
"4950","","","","","","","-14.549422912986431","-14.549422912986431","-14.549422912986431","192","192","192","","","","","","","","","","","",""
"4960","","","","","","","-14.693906578365981","-14.693906578365981","-14.693906578365981","194","194","194","","","","","","","","","","","",""
"4970","","","","","","","-14.644810737003683","-14.644810737003683","-14.644810737003683","196","196","196","","","","","","","","","","","",""
"4980","","","","","","","-14.461593163996294","-14.461593163996294","-14.461593163996294","198","198","198","","","","","","","","","","","",""
"4990","","","","","","","-14.658791573946402","-14.658791573946402","-14.658791573946402","200","200","200","","","","","","","","","","","",""
"5000","","","","","","","-14.642134693991986","-14.642134693991986","-14.642134693991986","203","203","203","","","","","","","","","","","",""
"5010","-14.989065458050902","-14.989065458050902","-14.989065458050902","3","3","3","-14.610930101268021","-14.610930101268021","-14.610930101268021","205","205","205","","","","","","","","","","","",""
"5020","-14.734922577221326","-14.734922577221326","-14.734922577221326","5","5","5","-14.662577272882698","-14.662577272882698","-14.662577272882698","207","207","207","","","","","","","","","","","",""
"5030","-14.173384547898127","-14.173384547898127","-14.173384547898127","7","7","7","-14.54165786373341","-14.54165786373341","-14.54165786373341","209","209","209","","","","","","","","","","","",""
"5040","-14.255613574777227","-14.255613574777227","-14.255613574777227","9","9","9","-14.669471495527768","-14.669471495527768","-14.669471495527768","211","211","211","","","","","","","","","","","",""
"5050","-14.419806544416753","-14.419806544416753","-14.419806544416753","11","11","11","-14.671209695710987","-14.671209695710987","-14.671209695710987","213","213","213","","","","","","","","","","","",""
"5060","-14.543345418318966","-14.543345418318966","-14.543345418318966","13","13","13","-14.530966520506473","-14.530966520506473","-14.530966520506473","215","215","215","","","","","","","","","","","",""
"5070","-14.378983145922367","-14.378983145922367","-14.378983145922367","15","15","15","-14.704650635382691","-14.704650635382691","-14.704650635382691","217","217","217","","","","","","","","","","","",""
"5080","-14.310395406266123","-14.310395406266123","-14.310395406266123","17","17","17","-14.683399884911353","-14.683399884911353","-14.683399884911353","219","219","219","","","","","","","","","","","",""
"5090","-14.492315822082487","-14.492315822082487","-14.492315822082487","19","19","19","-14.469898447020054","-14.469898447020054","-14.469898447020054","221","221","221","","","","","","","","","","","",""
"5100","-14.454151929040565","-14.454151929040565","-14.454151929040565","21","21","21","-14.621108719729342","-14.621108719729342","-14.621108719729342","223","223","223","","","","","","","","","","","",""
"5110","-14.41603211923126","-14.41603211923126","-14.41603211923126","23","23","23","-14.657248389744819","-14.657248389744819","-14.657248389744819","225","225","225","","","","","","","","","","","",""
"5120","-14.295825275685523","-14.295825275685523","-14.295825275685523","25","25","25","-14.557260993374719","-14.557260993374719","-14.557260993374719","227","227","227","","","","","","","","","","","",""
"5130","-14.41032080738673","-14.41032080738673","-14.41032080738673","27","27","27","-14.635792784983785","-14.635792784983785","-14.635792784983785","229","229","229","","","","","","","","","","","",""
"5140","-14.466049422302085","-14.466049422302085","-14.466049422302085","29","29","29","-14.65792389304973","-14.65792389304973","-14.65792389304973","231","231","231","","","","","","","","","","","",""
"5150","-14.306909836374873","-14.306909836374873","-14.306909836374873","31","31","31","-14.619356892078194","-14.619356892078194","-14.619356892078194","233","233","233","","","","","","","","","","","",""
"5160","-14.351733560934736","-14.351733560934736","-14.351733560934736","33","33","33","-14.670366200268207","-14.670366200268207","-14.670366200268207","235","235","235","","","","","","","","","","","",""
"5170","-14.460056944844862","-14.460056944844862","-14.460056944844862","35","35","35","-14.5946689954159","-14.5946689954159","-14.5946689954159","237","237","237","","","","","","","","","","","",""
"5180","-14.464721142031806","-14.464721142031806","-14.464721142031806","37","37","37","-14.695885498478377","-14.695885498478377","-14.695885498478377","239","239","239","","","","","","","","","","","",""
"5190","-14.393127556667867","-14.393127556667867","-14.393127556667867","39","39","39","-14.695933771481478","-14.695933771481478","-14.695933771481478","241","241","241","","","","","","","","","","","",""
"5200","-14.3868221252961","-14.3868221252961","-14.3868221252961","41","41","41","-14.537600512279834","-14.537600512279834","-14.537600512279834","243","243","243","","","","","","","","","","","",""
"5210","-14.411909923930844","-14.411909923930844","-14.411909923930844","43","43","43","-14.611044621374637","-14.611044621374637","-14.611044621374637","245","245","245","","","","","","","","","","","",""
"5220","-14.462833595289403","-14.462833595289403","-14.462833595289403","45","45","45","-14.700868945372784","-14.700868945372784","-14.700868945372784","247","247","247","","","","","","","","","","","",""
"5230","-14.359080442701945","-14.359080442701945","-14.359080442701945","47","47","47","-14.485821581347057","-14.485821581347057","-14.485821581347057","249","249","249","","","","","","","","","","","",""
"5240","-14.51322854191163","-14.51322854191163","-14.51322854191163","49","49","49","-14.688858724647966","-14.688858724647966","-14.688858724647966","251","251","251","","","","","","","","","","","",""
"5250","-14.484436521384223","-14.484436521384223","-14.484436521384223","51","51","51","-14.684983928521802","-14.684983928521802","-14.684983928521802","253","253","253","","","","","","","","","","","",""
"5260","-14.430642076602611","-14.430642076602611","-14.430642076602611","53","53","53","-14.555890653500278","-14.555890653500278","-14.555890653500278","255","255","255","","","","","","","","","","","",""
"5270","-14.182379484717176","-14.182379484717176","-14.182379484717176","55","55","55","-14.71390206637242","-14.71390206637242","-14.71390206637242","257","257","257","","","","","","","","","","","",""
"5280","-14.444154618995343","-14.444154618995343","-14.444154618995343","57","57","57","-14.662383456548817","-14.662383456548817","-14.662383456548817","259","259","259","","","","","","","","","","","",""
"5290","-14.497483150252075","-14.497483150252075","-14.497483150252075","59","59","59","-14.56544893748124","-14.56544893748124","-14.56544893748124","261","261","261","","","","","","","","","","","",""
"5300","-14.441262382661412","-14.441262382661412","-14.441262382661412","61","61","61","-14.664129590184066","-14.664129590184066","-14.664129590184066","263","263","263","","","","","","","","","","","",""
"5310","-14.138199180914393","-14.138199180914393","-14.138199180914393","63","63","63","-14.680692058357122","-14.680692058357122","-14.680692058357122","265","265","265","","","","","","","","","","","",""
"5320","-12.984742717411537","-12.984742717411537","-12.984742717411537","65","65","65","-14.498435304795281","-14.498435304795281","-14.498435304795281","267","267","267","","","","","","","","","","","",""
"5330","-14.412705387481438","-14.412705387481438","-14.412705387481438","67","67","67","-14.688294494017882","-14.688294494017882","-14.688294494017882","269","269","269","","","","","","","","","","","",""
"5340","-14.40255357240775","-14.40255357240775","-14.40255357240775","69","69","69","-14.618341024375097","-14.618341024375097","-14.618341024375097","271","271","271","","","","","","","","","","","",""
"5350","-14.276318991676154","-14.276318991676154","-14.276318991676154","71","71","71","-14.703867723861466","-14.703867723861466","-14.703867723861466","273","273","273","","","","","","","","","","","",""
"5360","-14.470405460681382","-14.470405460681382","-14.470405460681382","73","73","73","-14.662501988243582","-14.662501988243582","-14.662501988243582","275","275","275","","","","","","","","","","","",""
"5370","-14.468302755923082","-14.468302755923082","-14.468302755923082","75","75","75","-12.332457893480933","-12.332457893480933","-12.332457893480933","277","277","277","","","","","","","","","","","",""
"5380","-14.394856459766327","-14.394856459766327","-14.394856459766327","77","77","77","-14.676255053180729","-14.676255053180729","-14.676255053180729","279","279","279","","","","","","","","","","","",""
"5390","-14.292407676799128","-14.292407676799128","-14.292407676799128","79","79","79","-14.673172881917003","-14.673172881917003","-14.673172881917003","281","281","281","","","","","","","","","","","",""
"5400","-14.468015787241757","-14.468015787241757","-14.468015787241757","81","81","81","-14.487954403729411","-14.487954403729411","-14.487954403729411","283","283","283","","","","","","","","","","","",""
"5410","-14.46874258871337","-14.46874258871337","-14.46874258871337","83","83","83","-14.711063659035132","-14.711063659035132","-14.711063659035132","285","285","285","","","","","","","","","","","",""
"5420","-14.48662522513635","-14.48662522513635","-14.48662522513635","85","85","85","-14.6782260108867","-14.6782260108867","-14.6782260108867","287","287","287","","","","","","","","","","","",""
"5430","-14.297338979645707","-14.297338979645707","-14.297338979645707","87","87","87","-14.552505378402987","-14.552505378402987","-14.552505378402987","289","289","289","","","","","","","","","","","",""
"5440","-14.454589345186973","-14.454589345186973","-14.454589345186973","89","89","89","-14.646514328117156","-14.646514328117156","-14.646514328117156","291","291","291","","","","","","","","","","","",""
"5450","-14.524393591974071","-14.524393591974071","-14.524393591974071","91","91","91","-14.68901305168591","-14.68901305168591","-14.68901305168591","293","293","293","","","","","","","","","","","",""
"5460","-14.422377134246","-14.422377134246","-14.422377134246","93","93","93","-14.476384660726236","-14.476384660726236","-14.476384660726236","295","295","295","","","","","","","","","","","",""
"5470","-14.230396586513042","-14.230396586513042","-14.230396586513042","95","95","95","-12.812393580254032","-12.812393580254032","-12.812393580254032","297","297","297","","","","","","","","","","","",""
"5480","-14.416320126348479","-14.416320126348479","-14.416320126348479","97","97","97","-14.670180195314972","-14.670180195314972","-14.670180195314972","299","299","299","","","","","","","","","","","",""
"5490","-14.45578965145254","-14.45578965145254","-14.45578965145254","99","99","99","-14.618003494570107","-14.618003494570107","-14.618003494570107","301","301","301","","","","","","","","","","","",""
"5500","-14.42837564076585","-14.42837564076585","-14.42837564076585","102","102","102","","","","","","","","","","","","","","","","","",""
"5510","-14.29292972534577","-14.29292972534577","-14.29292972534577","104","104","104","","","","","","","","","","","","","","","","","",""
"5520","-14.255168435706159","-14.255168435706159","-14.255168435706159","106","106","106","","","","","","","","","","","","","","","","","",""
"5530","-14.457169237914831","-14.457169237914831","-14.457169237914831","108","108","108","","","","","","","","","","","","","","","","","",""
"5540","-14.48074692659231","-14.48074692659231","-14.48074692659231","110","110","110","","","","","","","","","","","","","","","","","",""
"5550","-12.532336580821541","-12.532336580821541","-12.532336580821541","112","112","112","","","","","","","","","","","","","","","","","",""
"5560","-14.407239508148997","-14.407239508148997","-14.407239508148997","114","114","114","","","","","","","","","","","","","","","","","",""
"5570","-14.447628076322054","-14.447628076322054","-14.447628076322054","116","116","116","","","","","","","","","","","","","","","","","",""
"5580","-14.48898351183627","-14.48898351183627","-14.48898351183627","118","118","118","","","","","","","","","","","","","","","","","",""
"5590","-14.284303315532107","-14.284303315532107","-14.284303315532107","120","120","120","","","","","","","","","","","","","","","","","",""
"5600","-14.465597280740695","-14.465597280740695","-14.465597280740695","122","122","122","","","","","","","","","","","","","","","","","",""
"5610","-14.461638351853889","-14.461638351853889","-14.461638351853889","124","124","124","","","","","","","","","","","","","","","","","",""
"5620","-14.453512197228415","-14.453512197228415","-14.453512197228415","126","126","126","","","","","","","","","","","","","","","","","",""
"5630","-14.277136006116871","-14.277136006116871","-14.277136006116871","128","128","128","","","","","","","","","","","","","","","","","",""
"5640","-14.457072689435883","-14.457072689435883","-14.457072689435883","130","130","130","","","","","","","","","","","","","","","","","",""
"5650","-13.063849452695061","-13.063849452695061","-13.063849452695061","132","132","132","","","","","","","","","","","","","","","","","",""
"5660","-14.45687803916521","-14.45687803916521","-14.45687803916521","134","134","134","","","","","","","","","","","","","","","","","",""
"5670","-14.298170587242689","-14.298170587242689","-14.298170587242689","136","136","136","","","","","","","","","","","","","","","","","",""
"5680","-14.461988956896036","-14.461988956896036","-14.461988956896036","138","138","138","","","","","","","","","","","","","","","","","",""
"5690","-14.47873024283837","-14.47873024283837","-14.47873024283837","140","140","140","","","","","","","","","","","","","","","","","",""
"5700","-14.38022331187013","-14.38022331187013","-14.38022331187013","142","142","142","","","","","","","","","","","","","","","","","",""
"5710","-14.3080308300536","-14.3080308300536","-14.3080308300536","144","144","144","","","","","","","","","","","","","","","","","",""
"5720","-14.498131478739387","-14.498131478739387","-14.498131478739387","146","146","146","","","","","","","","","","","","","","","","","",""
"5730","-14.49382760044262","-14.49382760044262","-14.49382760044262","148","148","148","","","","","","","","","","","","","","","","","",""
"5740","-14.404105421978642","-14.404105421978642","-14.404105421978642","150","150","150","","","","","","","","","","","","","","","","","",""
"5750","-14.438862131275382","-14.438862131275382","-14.438862131275382","152","152","152","","","","","","","","","","","","","","","","","",""
"5760","-14.473894678041516","-14.473894678041516","-14.473894678041516","154","154","154","","","","","","","","","","","","","","","","","",""
"5770","-14.416876043595085","-14.416876043595085","-14.416876043595085","156","156","156","","","","","","","","","","","","","","","","","",""
"5780","-14.239027477693192","-14.239027477693192","-14.239027477693192","158","158","158","","","","","","","","","","","","","","","","","",""
"5790","-14.3376121500234","-14.3376121500234","-14.3376121500234","160","160","160","","","","","","","","","","","","","","","","","",""
"5800","-14.467908176921085","-14.467908176921085","-14.467908176921085","162","162","162","","","","","","","","","","","","","","","","","",""
"5810","-14.508638093397344","-14.508638093397344","-14.508638093397344","164","164","164","","","","","","","","","","","","","","","","","",""
"5820","-14.4374409993262","-14.4374409993262","-14.4374409993262","166","166","166","","","","","","","","","","","","","","","","","",""
"5830","-14.415439108560447","-14.415439108560447","-14.415439108560447","168","168","168","","","","","","","","","","","","","","","","","",""
"5840","-14.50473551644357","-14.50473551644357","-14.50473551644357","170","170","170","","","","","","","","","","","","","","","","","",""
"5850","-14.474981110595602","-14.474981110595602","-14.474981110595602","172","172","172","","","","","","","","","","","","","","","","","",""
"5860","-14.456920083179861","-14.456920083179861","-14.456920083179861","174","174","174","","","","","","","","","","","","","","","","","",""
"5870","-14.455831689136843","-14.455831689136843","-14.455831689136843","176","176","176","","","","","","","","","","","","","","","","","",""
"5880","-14.49982617631318","-14.49982617631318","-14.49982617631318","178","178","178","","","","","","","","","","","","","","","","","",""
"5890","-14.538482352592004","-14.538482352592004","-14.538482352592004","180","180","180","","","","","","","","","","","","","","","","","",""
"5900","-14.351870142782246","-14.351870142782246","-14.351870142782246","182","182","182","","","","","","","","","","","","","","","","","",""
"5910","-14.40735704358004","-14.40735704358004","-14.40735704358004","184","184","184","","","","","","","","","","","","","","","","","",""
"5920","-14.486553300074787","-14.486553300074787","-14.486553300074787","186","186","186","","","","","","","","","","","","","","","","","",""
"5930","-14.473679284063758","-14.473679284063758","-14.473679284063758","188","188","188","","","","","","","","","","","","","","","","","",""
"5940","-14.265774539338523","-14.265774539338523","-14.265774539338523","190","190","190","","","","","","","","","","","","","","","","","",""
"5950","-14.476462730458952","-14.476462730458952","-14.476462730458952","192","192","192","","","","","","","","","","","","","","","","","",""
"5960","-14.503376614395131","-14.503376614395131","-14.503376614395131","194","194","194","","","","","","","","","","","","","","","","","",""
"5970","-14.475677387319255","-14.475677387319255","-14.475677387319255","196","196","196","","","","","","","","","","","","","","","","","",""
"5980","-12.177390806050402","-12.177390806050402","-12.177390806050402","198","198","198","","","","","","","","","","","","","","","","","",""
"5990","-14.412479429762135","-14.412479429762135","-14.412479429762135","200","200","200","","","","","","","","","","","","","","","","","",""
"6000","-14.514647367691374","-14.514647367691374","-14.514647367691374","203","203","203","","","","","","","","","","","","","","","","","",""
"6010","-14.473985207858659","-14.473985207858659","-14.473985207858659","205","205","205","","","","","","","","","","","","","","","","","",""
"6020","-14.343189322296878","-14.343189322296878","-14.343189322296878","207","207","207","","","","","","","","","","","","","","","","","",""
"6030","-14.422453072774875","-14.422453072774875","-14.422453072774875","209","209","209","","","","","","","","","","","","","","","","","",""
"6040","-14.39901833551096","-14.39901833551096","-14.39901833551096","211","211","211","","","","","","","","","","","","","","","","","",""
"6050","-14.389919380993556","-14.389919380993556","-14.389919380993556","213","213","213","","","","","","","","","","","","","","","","","",""
"6060","-14.19885032008783","-14.19885032008783","-14.19885032008783","215","215","215","","","","","","","","","","","","","","","","","",""
"6070","-14.463243483051953","-14.463243483051953","-14.463243483051953","217","217","217","","","","","","","","","","","","","","","","","",""
"6080","-14.411273925782508","-14.411273925782508","-14.411273925782508","219","219","219","","","","","","","","","","","","","","","","","",""
"6090","-14.497993664932753","-14.497993664932753","-14.497993664932753","221","221","221","","","","","","","","","","","","","","","","","",""
"6100","-14.292018067750764","-14.292018067750764","-14.292018067750764","223","223","223","","","","","","","","","","","","","","","","","",""
"6110","-14.43869282328234","-14.43869282328234","-14.43869282328234","225","225","225","","","","","","","","","","","","","","","","","",""
"6120","-14.473850974397177","-14.473850974397177","-14.473850974397177","227","227","227","","","","","","","","","","","","","","","","","",""
"6130","-14.428594341728047","-14.428594341728047","-14.428594341728047","229","229","229","","","","","","","","","","","","","","","","","",""
"6140","-14.242721863966864","-14.242721863966864","-14.242721863966864","231","231","231","","","","","","","","","","","","","","","","","",""
"6150","-14.490428889191902","-14.490428889191902","-14.490428889191902","233","233","233","","","","","","","","","","","","","","","","","",""
"6160","-14.475034187628609","-14.475034187628609","-14.475034187628609","235","235","235","","","","","","","","","","","","","","","","","",""
"6170","-14.346536175325292","-14.346536175325292","-14.346536175325292","237","237","237","","","","","","","","","","","","","","","","","",""
"6180","-14.308811816536648","-14.308811816536648","-14.308811816536648","239","239","239","","","","","","","","","","","","","","","","","",""
