"train/global_step","glad-glitter-9 - train/ema_token_loss","glad-glitter-9 - train/ema_token_loss__MIN","glad-glitter-9 - train/ema_token_loss__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX","sleek-moon-7 - train/ema_token_loss","sleek-moon-7 - train/ema_token_loss__MIN","sleek-moon-7 - train/ema_token_loss__MAX","sleek-moon-7 - _step","sleek-moon-7 - _step__MIN","sleek-moon-7 - _step__MAX","magic-universe-6 - train/ema_token_loss","magic-universe-6 - train/ema_token_loss__MIN","magic-universe-6 - train/ema_token_loss__MAX","magic-universe-6 - _step","magic-universe-6 - _step__MIN","magic-universe-6 - _step__MAX","visionary-oath-5 - train/ema_token_loss","visionary-oath-5 - train/ema_token_loss__MIN","visionary-oath-5 - train/ema_token_loss__MAX","visionary-oath-5 - _step","visionary-oath-5 - _step__MIN","visionary-oath-5 - _step__MAX"
"4200","","","","","","","2.7567102109762045","2.7567102109762045","2.7567102109762045","41","41","41","3.1009799748616027","3.1009799748616027","3.1009799748616027","850","850","850","","","","","",""
"4210","","","","","","","2.7950058074628124","2.7950058074628124","2.7950058074628124","43","43","43","3.104847622211868","3.104847622211868","3.104847622211868","852","852","852","","","","","",""
"4220","","","","","","","2.8294967733473904","2.8294967733473904","2.8294967733473904","45","45","45","3.108357038762654","3.108357038762654","3.108357038762654","854","854","854","","","","","",""
"4230","","","","","","","2.8638862111554735","2.8638862111554735","2.8638862111554735","47","47","47","3.114855719804601","3.114855719804601","3.114855719804601","856","856","856","","","","","",""
"4240","","","","","","","2.888336499189096","2.888336499189096","2.888336499189096","49","49","49","3.1142080270050494","3.1142080270050494","3.1142080270050494","858","858","858","","","","","",""
"4250","","","","","","","2.909091682125411","2.909091682125411","2.909091682125411","51","51","51","3.1123762288211463","3.1123762288211463","3.1123762288211463","860","860","860","","","","","",""
"4260","","","","","","","2.928204009731962","2.928204009731962","2.928204009731962","53","53","53","3.111162638531805","3.111162638531805","3.111162638531805","862","862","862","","","","","",""
"4270","","","","","","","2.9513408116701427","2.9513408116701427","2.9513408116701427","55","55","55","3.11600722062589","3.11600722062589","3.11600722062589","864","864","864","","","","","",""
"4280","","","","","","","2.9652945982399452","2.9652945982399452","2.9652945982399452","57","57","57","3.113494518888008","3.113494518888008","3.113494518888008","866","866","866","","","","","",""
"4290","","","","","","","2.9766169107243003","2.9766169107243003","2.9766169107243003","59","59","59","3.1099963815438847","3.1099963815438847","3.1099963815438847","868","868","868","","","","","",""
"4300","","","","","","","2.989064682389907","2.989064682389907","2.989064682389907","61","61","61","3.109107789226899","3.109107789226899","3.109107789226899","870","870","870","","","","","",""
"4310","","","","","","","3.001041392861854","3.001041392861854","3.001041392861854","63","63","63","3.109076565052744","3.109076565052744","3.109076565052744","872","872","872","","","","","",""
"4320","","","","","","","3.0117737976125336","3.0117737976125336","3.0117737976125336","65","65","65","3.109019357155868","3.109019357155868","3.109019357155868","874","874","874","","","","","",""
"4330","","","","","","","3.0296566481064073","3.0296566481064073","3.0296566481064073","67","67","67","3.117179559044041","3.117179559044041","3.117179559044041","876","876","876","","","","","",""
"4340","","","","","","","3.042248653889028","3.042248653889028","3.042248653889028","69","69","69","3.121020608876942","3.121020608876942","3.121020608876942","878","878","878","","","","","",""
"4350","","","","","","","3.056129467058475","3.056129467058475","3.056129467058475","71","71","71","3.1270261720432027","3.1270261720432027","3.1270261720432027","880","880","880","","","","","",""
"4360","","","","","","","3.0596509846165434","3.0596509846165434","3.0596509846165434","73","73","73","3.123455558623062","3.123455558623062","3.123455558623062","882","882","882","","","","","",""
"4370","","","","","","","3.065975181351422","3.065975181351422","3.065975181351422","75","75","75","3.1234038183735486","3.1234038183735486","3.1234038183735486","884","884","884","","","","","",""
"4380","","","","","","","3.0720028043600784","3.0720028043600784","3.0720028043600784","77","77","77","3.123684190778137","3.123684190778137","3.123684190778137","886","886","886","","","","","",""
"4390","","","","","","","3.07994303829785","3.07994303829785","3.07994303829785","79","79","79","3.1264488855614077","3.1264488855614077","3.1264488855614077","888","888","888","","","","","",""
"4400","","","","","","","3.0824455797134265","3.0824455797134265","3.0824455797134265","81","81","81","3.124301547969622","3.124301547969622","3.124301547969622","890","890","890","","","","","",""
"4410","","","","","","","3.0935450273268006","3.0935450273268006","3.0935450273268006","83","83","83","3.131208379714408","3.131208379714408","3.131208379714408","892","892","892","","","","","",""
"4420","","","","","","","3.092720702664189","3.092720702664189","3.092720702664189","85","85","85","3.1266208669382793","3.1266208669382793","3.1266208669382793","894","894","894","","","","","",""
"4430","","","","","","","3.0971044475222818","3.0971044475222818","3.0971044475222818","87","87","87","3.1276083392654477","3.1276083392654477","3.1276083392654477","896","896","896","","","","","",""
"4440","","","","","","","3.1003477610097994","3.1003477610097994","3.1003477610097994","89","89","89","3.1278080728132682","3.1278080728132682","3.1278080728132682","898","898","898","","","","","",""
"4450","","","","","","","3.102443722213507","3.102443722213507","3.102443722213507","91","91","91","3.127153921110555","3.127153921110555","3.127153921110555","900","900","900","","","","","",""
"4460","","","","","","","3.109921384446502","3.109921384446502","3.109921384446502","93","93","93","3.132166743263415","3.132166743263415","3.132166743263415","902","902","902","","","","","",""
"4470","","","","","","","3.11697846704067","3.11697846704067","3.11697846704067","95","95","95","3.1370037913186652","3.1370037913186652","3.1370037913186652","904","904","904","","","","","",""
"4480","","","","","","","3.1231460874081365","3.1231460874081365","3.1231460874081365","97","97","97","3.1411655413982245","3.1411655413982245","3.1411655413982245","906","906","906","","","","","",""
"4490","","","","","","","3.1234030042410534","3.1234030042410534","3.1234030042410534","99","99","99","3.13961896787974","3.13961896787974","3.13961896787974","908","908","908","","","","","",""
"4500","","","","","","","2.811062703816948","2.811062703816948","2.811062703816948","102","102","102","2.825657071091766","2.825657071091766","2.825657071091766","911","911","911","","","","","",""
"4510","","","","","","","2.851242978235058","2.851242978235058","2.851242978235058","104","104","104","2.864375314788253","2.864375314788253","2.864375314788253","913","913","913","","","","","",""
"4520","","","","","","","2.873334924155449","2.873334924155449","2.873334924155449","106","106","106","2.8851540270533245","2.8851540270533245","2.8851540270533245","915","915","915","","","","","",""
"4530","","","","","","","2.8897768566971798","2.8897768566971798","2.8897768566971798","108","108","108","2.9004170819895934","2.9004170819895934","2.9004170819895934","917","917","917","","","","","",""
"4540","","","","","","","2.918288318213741","2.918288318213741","2.918288318213741","110","110","110","2.927863624523056","2.927863624523056","2.927863624523056","919","919","919","","","","","",""
"4550","","","","","","","2.9388072227510094","2.9388072227510094","2.9388072227510094","112","112","112","2.9474298621684065","2.9474298621684065","2.9474298621684065","921","921","921","","","","","",""
"4560","","","","","","","2.9537970258360158","2.9537970258360158","2.9537970258360158","114","114","114","2.9615558945062537","2.9615558945062537","2.9615558945062537","923","923","923","","","","","",""
"4570","","","","","","","2.9711771232096895","2.9711771232096895","2.9711771232096895","116","116","116","2.978159723543177","2.978159723543177","2.978159723543177","925","925","925","","","","","",""
"4580","","","","","","","2.9902614982910642","2.9902614982910642","2.9902614982910642","118","118","118","2.9965458958116624","2.9965458958116624","2.9965458958116624","927","927","927","","","","","",""
"4590","","","","","","","3.0019184081543404","3.0019184081543404","3.0019184081543404","120","120","120","","","","","","","","","","","",""
"4600","","","","","","","3.0132764788379296","3.0132764788379296","3.0132764788379296","122","122","122","","","","","","","","","","","",""
"4610","","","","","","","3.0290156339326524","3.0290156339326524","3.0290156339326524","124","124","124","","","","","","","","","","","",""
"4620","","","","","","","3.0355494381236157","3.0355494381236157","3.0355494381236157","126","126","126","","","","","","","","","","","",""
"4630","","","","","","","3.035269812457006","3.035269812457006","3.035269812457006","128","128","128","","","","","","","","","","","",""
"4640","","","","","","","3.042181654911257","3.042181654911257","3.042181654911257","130","130","130","","","","","","","","","","","",""
"4650","","","","","","","3.0508188284704243","3.0508188284704243","3.0508188284704243","132","132","132","","","","","","","","","","","",""
"4660","","","","","","","3.0593688044490652","3.0593688044490652","3.0593688044490652","134","134","134","","","","","","","","","","","",""
"4670","","","","","","","3.068748047966561","3.068748047966561","3.068748047966561","136","136","136","","","","","","","","","","","",""
"4680","","","","","","","3.0755833223630202","3.0755833223630202","3.0755833223630202","138","138","138","","","","","","","","","","","",""
"4690","","","","","","","3.081334526106943","3.081334526106943","3.081334526106943","140","140","140","","","","","","","","","","","",""
"4700","","","","","","","3.085597256510165","3.085597256510165","3.085597256510165","142","142","142","","","","","","","","","","","",""
"4710","","","","","","","3.091050821264422","3.091050821264422","3.091050821264422","144","144","144","","","","","","","","","","","",""
"4720","","","","","","","3.089249816286417","3.089249816286417","3.089249816286417","146","146","146","","","","","","","","","","","",""
"4730","","","","","","","3.085721677614318","3.085721677614318","3.085721677614318","148","148","148","","","","","","","","","","","",""
"4740","","","","","","","3.0878114170489313","3.0878114170489313","3.0878114170489313","150","150","150","","","","","","","","","","","",""
"4750","","","","","","","3.092210359572554","3.092210359572554","3.092210359572554","152","152","152","","","","","","","","","","","",""
"4760","","","","","","","3.0928126077644684","3.0928126077644684","3.0928126077644684","154","154","154","","","","","","","","","","","",""
"4770","","","","","","","3.0967380578034516","3.0967380578034516","3.0967380578034516","156","156","156","","","","","","","","","","","",""
"4780","","","","","","","3.096366105203038","3.096366105203038","3.096366105203038","158","158","158","","","","","","","","","","","",""
"4790","","","","","","","3.1040252748646187","3.1040252748646187","3.1040252748646187","160","160","160","","","","","","","","","","","",""
"4800","","","","","","","3.102834478335188","3.102834478335188","3.102834478335188","162","162","162","","","","","","","","","","","",""
"4810","","","","","","","3.109534196242636","3.109534196242636","3.109534196242636","164","164","164","","","","","","","","","","","",""
"4820","","","","","","","3.1120257343515267","3.1120257343515267","3.1120257343515267","166","166","166","","","","","","","","","","","",""
"4830","","","","","","","3.1180572765169603","3.1180572765169603","3.1180572765169603","168","168","168","","","","","","","","","","","",""
"4840","","","","","","","3.1238055459050593","3.1238055459050593","3.1238055459050593","170","170","170","","","","","","","","","","","",""
"4850","","","","","","","3.122988578503274","3.122988578503274","3.122988578503274","172","172","172","","","","","","","","","","","",""
"4860","","","","","","","3.1182060284837574","3.1182060284837574","3.1182060284837574","174","174","174","","","","","","","","","","","",""
"4870","","","","","","","3.1267364540777645","3.1267364540777645","3.1267364540777645","176","176","176","","","","","","","","","","","",""
"4880","","","","","","","3.1304632031096853","3.1304632031096853","3.1304632031096853","178","178","178","","","","","","","","","","","",""
"4890","","","","","","","3.1292939999556992","3.1292939999556992","3.1292939999556992","180","180","180","","","","","","","","","","","",""
"4900","","","","","","","3.1275906818082735","3.1275906818082735","3.1275906818082735","182","182","182","","","","","","","","","","","",""
"4910","","","","","","","3.132127641764653","3.132127641764653","3.132127641764653","184","184","184","","","","","","","","","","","",""
"4920","","","","","","","3.130105005914604","3.130105005914604","3.130105005914604","186","186","186","","","","","","","","","","","",""
"4930","","","","","","","3.1314374427926257","3.1314374427926257","3.1314374427926257","188","188","188","","","","","","","","","","","",""
"4940","","","","","","","3.134411614620541","3.134411614620541","3.134411614620541","190","190","190","","","","","","","","","","","",""
"4950","","","","","","","3.141150697604288","3.141150697604288","3.141150697604288","192","192","192","","","","","","","","","","","",""
"4960","","","","","","","3.1381049447078726","3.1381049447078726","3.1381049447078726","194","194","194","","","","","","","","","","","",""
"4970","","","","","","","3.1415389227407475","3.1415389227407475","3.1415389227407475","196","196","196","","","","","","","","","","","",""
"4980","","","","","","","3.134531865793821","3.134531865793821","3.134531865793821","198","198","198","","","","","","","","","","","",""
"4990","","","","","","","3.1349785205230325","3.1349785205230325","3.1349785205230325","200","200","200","","","","","","","","","","","",""
"5000","","","","","","","2.821480668470729","2.821480668470729","2.821480668470729","203","203","203","","","","","","","","","","","",""
"5010","0.3131969261169433","0.3131969261169433","0.3131969261169433","3","3","3","2.8525287075806873","2.8525287075806873","2.8525287075806873","205","205","205","","","","","","","","","","","",""
"5020","0.5921617145538329","0.5921617145538329","0.5921617145538329","5","5","5","2.87756724154674","2.87756724154674","2.87756724154674","207","207","207","","","","","","","","","","","",""
"5030","0.8430277879714965","0.8430277879714965","0.8430277879714965","7","7","7","2.899894097409156","2.899894097409156","2.899894097409156","209","209","209","","","","","","","","","","","",""
"5040","1.0679408790779112","1.0679408790779112","1.0679408790779112","9","9","9","2.9191118791355253","2.9191118791355253","2.9191118791355253","211","211","211","","","","","","","","","","","",""
"5050","1.278766477296829","1.278766477296829","1.278766477296829","11","11","11","2.944823009489795","2.944823009489795","2.944823009489795","213","213","213","","","","","","","","","","","",""
"5060","1.4604607905656812","1.4604607905656812","1.4604607905656812","13","13","13","2.959915446089644","2.959915446089644","2.959915446089644","215","215","215","","","","","","","","","","","",""
"5070","1.633489418540363","1.633489418540363","1.633489418540363","15","15","15","2.9830052460851717","2.9830052460851717","2.9830052460851717","217","217","217","","","","","","","","","","","",""
"5080","1.7905886273210923","1.7905886273210923","1.7905886273210923","17","17","17","3.0051579075118107","3.0051579075118107","3.0051579075118107","219","219","219","","","","","","","","","","","",""
"5090","1.9279199928604673","1.9279199928604673","1.9279199928604673","19","19","19","3.021039135193247","3.021039135193247","3.021039135193247","221","221","221","","","","","","","","","","","",""
"5100","2.052454615583698","2.052454615583698","2.052454615583698","21","21","21","3.0362620153445765","3.0362620153445765","3.0362620153445765","223","223","223","","","","","","","","","","","",""
"5110","2.1551623400604845","2.1551623400604845","2.1551623400604845","23","23","23","3.040584803678283","3.040584803678283","3.040584803678283","225","225","225","","","","","","","","","","","",""
"5120","2.2536774781247484","2.2536774781247484","2.2536774781247484","25","25","25","3.050555234901031","3.050555234901031","3.050555234901031","227","227","227","","","","","","","","","","","",""
"5130","2.3496915281028006","2.3496915281028006","2.3496915281028006","27","27","27","3.066879983322549","3.066879983322549","3.066879983322549","229","229","229","","","","","","","","","","","",""
"5140","2.4307028860041906","2.4307028860041906","2.4307028860041906","29","29","29","3.0761726673633407","3.0761726673633407","3.0761726673633407","231","231","231","","","","","","","","","","","",""
"5150","2.5022360977699822","2.5022360977699822","2.5022360977699822","31","31","31","3.083156249778618","3.083156249778618","3.083156249778618","233","233","233","","","","","","","","","","","",""
"5160","2.5652052370164213","2.5652052370164213","2.5652052370164213","33","33","33","3.088031943312719","3.088031943312719","3.088031943312719","235","235","235","","","","","","","","","","","",""
"5170","2.6196769351470546","2.6196769351470546","2.6196769351470546","35","35","35","3.09021791905591","3.09021791905591","3.09021791905591","237","237","237","","","","","","","","","","","",""
"5180","2.6728866059817142","2.6728866059817142","2.6728866059817142","37","37","37","3.0963673307636004","3.0963673307636004","3.0963673307636004","239","239","239","","","","","","","","","","","",""
"5190","2.718921405008787","2.718921405008787","2.718921405008787","39","39","39","3.1000566894535977","3.1000566894535977","3.1000566894535977","241","241","241","","","","","","","","","","","",""
"5200","2.7628509884458965","2.7628509884458965","2.7628509884458965","41","41","41","3.1058763302616557","3.1058763302616557","3.1058763302616557","243","243","243","","","","","","","","","","","",""
"5210","2.802819380049305","2.802819380049305","2.802819380049305","43","43","43","3.111542016022111","3.111542016022111","3.111542016022111","245","245","245","","","","","","","","","","","",""
"5220","2.840148869351503","2.840148869351503","2.840148869351503","45","45","45","3.1179998902255637","3.1179998902255637","3.1179998902255637","247","247","247","","","","","","","","","","","",""
"5230","2.8701739757024853","2.8701739757024853","2.8701739757024853","47","47","47","3.1202426219976847","3.1202426219976847","3.1202426219976847","249","249","249","","","","","","","","","","","",""
"5240","2.898671142646397","2.898671142646397","2.898671142646397","49","49","49","3.1237416790423014","3.1237416790423014","3.1237416790423014","251","251","251","","","","","","","","","","","",""
"5250","2.9228530052799506","2.9228530052799506","2.9228530052799506","51","51","51","3.1254163735953466","3.1254163735953466","3.1254163735953466","253","253","253","","","","","","","","","","","",""
"5260","2.952577134683596","2.952577134683596","2.952577134683596","53","53","53","3.134883136199191","3.134883136199191","3.134883136199191","255","255","255","","","","","","","","","","","",""
"5270","2.973216676159084","2.973216676159084","2.973216676159084","55","55","55","3.137296731453784","3.137296731453784","3.137296731453784","257","257","257","","","","","","","","","","","",""
"5280","2.984249653318566","2.984249653318566","2.984249653318566","57","57","57","3.1319246022537177","3.1319246022537177","3.1319246022537177","259","259","259","","","","","","","","","","","",""
"5290","2.9989821129134673","2.9989821129134673","2.9989821129134673","59","59","59","3.13188828903152","3.13188828903152","3.13188828903152","261","261","261","","","","","","","","","","","",""
"5300","3.0171944248459974","3.0171944248459974","3.0171944248459974","61","61","61","3.1368095637355458","3.1368095637355458","3.1368095637355458","263","263","263","","","","","","","","","","","",""
"5310","3.032395873169503","3.032395873169503","3.032395873169503","63","63","63","3.140046789735038","3.140046789735038","3.140046789735038","265","265","265","","","","","","","","","","","",""
"5320","3.044418469995619","3.044418469995619","3.044418469995619","65","65","65","3.141304676374327","3.141304676374327","3.141304676374327","267","267","267","","","","","","","","","","","",""
"5330","3.052877509531702","3.052877509531702","3.052877509531702","67","67","67","3.1400750952725387","3.1400750952725387","3.1400750952725387","269","269","269","","","","","","","","","","","",""
"5340","3.0648735033905434","3.0648735033905434","3.0648735033905434","69","69","69","3.143348336019943","3.143348336019943","3.143348336019943","271","271","271","","","","","","","","","","","",""
"5350","3.0701368511410885","3.0701368511410885","3.0701368511410885","71","71","71","3.1407636283029587","3.1407636283029587","3.1407636283029587","273","273","273","","","","","","","","","","","",""
"5360","3.078842484416872","3.078842484416872","3.078842484416872","73","73","73","3.1424035893252023","3.1424035893252023","3.1424035893252023","275","275","275","","","","","","","","","","","",""
"5370","3.0817967064341687","3.0817967064341687","3.0817967064341687","75","75","75","3.1389974665377016","3.1389974665377016","3.1389974665377016","277","277","277","","","","","","","","","","","",""
"5380","3.0908452576840624","3.0908452576840624","3.0908452576840624","77","77","77","3.1423251979112754","3.1423251979112754","3.1423251979112754","279","279","279","","","","","","","","","","","",""
"5390","3.097797433118049","3.097797433118049","3.097797433118049","79","79","79","3.1441329460644836","3.1441329460644836","3.1441329460644836","281","281","281","","","","","","","","","","","",""
"5400","3.10238502226474","3.10238502226474","3.10238502226474","81","81","81","3.144090226409207","3.144090226409207","3.144090226409207","283","283","283","","","","","","","","","","","",""
"5410","3.1096303075748875","3.1096303075748875","3.1096303075748875","83","83","83","3.147166345522437","3.147166345522437","3.147166345522437","285","285","285","","","","","","","","","","","",""
"5420","3.1139913544235998","3.1139913544235998","3.1139913544235998","85","85","85","3.1477734834006132","3.1477734834006132","3.1477734834006132","287","287","287","","","","","","","","","","","",""
"5430","3.115425261126015","3.115425261126015","3.115425261126015","87","87","87","3.145822406117681","3.145822406117681","3.145822406117681","289","289","289","","","","","","","","","","","",""
"5440","3.115001566647935","3.115001566647935","3.115001566647935","89","89","89","3.1423575284819876","3.1423575284819876","3.1423575284819876","291","291","291","","","","","","","","","","","",""
"5450","3.113970522379382","3.113970522379382","3.113970522379382","91","91","91","3.1385846700734863","3.1385846700734863","3.1385846700734863","293","293","293","","","","","","","","","","","",""
"5460","3.120900477435145","3.120900477435145","3.120900477435145","93","93","93","3.143050673586157","3.143050673586157","3.143050673586157","295","295","295","","","","","","","","","","","",""
"5470","3.1288477374308883","3.1288477374308883","3.1288477374308883","95","95","95","3.1487818839985375","3.1487818839985375","3.1487818839985375","297","297","297","","","","","","","","","","","",""
"5480","3.128782520877741","3.128782520877741","3.128782520877741","97","97","97","3.14672374869927","3.14672374869927","3.14672374869927","299","299","299","","","","","","","","","","","",""
"5490","3.126046175528248","3.126046175528248","3.126046175528248","99","99","99","3.14219745766113","3.14219745766113","3.14219745766113","301","301","301","","","","","","","","","","","",""
"5500","2.8134415579754233","2.8134415579754233","2.8134415579754233","102","102","102","","","","","","","","","","","","","","","","","",""
"5510","2.850192933641504","2.850192933641504","2.850192933641504","104","104","104","","","","","","","","","","","","","","","","","",""
"5520","2.879782633807627","2.879782633807627","2.879782633807627","106","106","106","","","","","","","","","","","","","","","","","",""
"5530","2.9050455470320884","2.9050455470320884","2.9050455470320884","108","108","108","","","","","","","","","","","","","","","","","",""
"5540","2.9269175677988506","2.9269175677988506","2.9269175677988506","110","110","110","","","","","","","","","","","","","","","","","",""
"5550","2.9463454475546103","2.9463454475546103","2.9463454475546103","112","112","112","","","","","","","","","","","","","","","","","",""
"5560","2.9655865398535926","2.9655865398535926","2.9655865398535926","114","114","114","","","","","","","","","","","","","","","","","",""
"5570","2.9864344830056844","2.9864344830056844","2.9864344830056844","116","116","116","","","","","","","","","","","","","","","","","",""
"5580","3.00127354813285","3.00127354813285","3.00127354813285","118","118","118","","","","","","","","","","","","","","","","","",""
"5590","3.01775536614061","3.01775536614061","3.01775536614061","120","120","120","","","","","","","","","","","","","","","","","",""
"5600","3.0230999428993517","3.0230999428993517","3.0230999428993517","122","122","122","","","","","","","","","","","","","","","","","",""
"5610","3.0320292865305594","3.0320292865305594","3.0320292865305594","124","124","124","","","","","","","","","","","","","","","","","",""
"5620","3.0437137098672493","3.0437137098672493","3.0437137098672493","126","126","126","","","","","","","","","","","","","","","","","",""
"5630","3.0547798083629463","3.0547798083629463","3.0547798083629463","128","128","128","","","","","","","","","","","","","","","","","",""
"5640","3.0603397112851964","3.0603397112851964","3.0603397112851964","130","130","130","","","","","","","","","","","","","","","","","",""
"5650","3.0707262189774776","3.0707262189774776","3.0707262189774776","132","132","132","","","","","","","","","","","","","","","","","",""
"5660","3.083580087863421","3.083580087863421","3.083580087863421","134","134","134","","","","","","","","","","","","","","","","","",""
"5670","3.091140295782401","3.091140295782401","3.091140295782401","136","136","136","","","","","","","","","","","","","","","","","",""
"5680","3.0954982892144147","3.0954982892144147","3.0954982892144147","138","138","138","","","","","","","","","","","","","","","","","",""
"5690","3.0949844672204634","3.0949844672204634","3.0949844672204634","140","140","140","","","","","","","","","","","","","","","","","",""
"5700","3.098786496572636","3.098786496572636","3.098786496572636","142","142","142","","","","","","","","","","","","","","","","","",""
"5710","3.1040034813758215","3.1040034813758215","3.1040034813758215","144","144","144","","","","","","","","","","","","","","","","","",""
"5720","3.0969733229049874","3.0969733229049874","3.0969733229049874","146","146","146","","","","","","","","","","","","","","","","","",""
"5730","3.101842698225573","3.101842698225573","3.101842698225573","148","148","148","","","","","","","","","","","","","","","","","",""
"5740","3.1058448106967167","3.1058448106967167","3.1058448106967167","150","150","150","","","","","","","","","","","","","","","","","",""
"5750","3.112358584784516","3.112358584784516","3.112358584784516","152","152","152","","","","","","","","","","","","","","","","","",""
"5760","3.1139335859862403","3.1139335859862403","3.1139335859862403","154","154","154","","","","","","","","","","","","","","","","","",""
"5770","3.1146281256420107","3.1146281256420107","3.1146281256420107","156","156","156","","","","","","","","","","","","","","","","","",""
"5780","3.1196961892374775","3.1196961892374775","3.1196961892374775","158","158","158","","","","","","","","","","","","","","","","","",""
"5790","3.119586597626962","3.119586597626962","3.119586597626962","160","160","160","","","","","","","","","","","","","","","","","",""
"5800","3.1219804120769123","3.1219804120769123","3.1219804120769123","162","162","162","","","","","","","","","","","","","","","","","",""
"5810","3.1245168488660475","3.1245168488660475","3.1245168488660475","164","164","164","","","","","","","","","","","","","","","","","",""
"5820","3.130910264382275","3.130910264382275","3.130910264382275","166","166","166","","","","","","","","","","","","","","","","","",""
"5830","3.1274789860214396","3.1274789860214396","3.1274789860214396","168","168","168","","","","","","","","","","","","","","","","","",""
"5840","3.130308384629989","3.130308384629989","3.130308384629989","170","170","170","","","","","","","","","","","","","","","","","",""
"5850","3.13997098946533","3.13997098946533","3.13997098946533","172","172","172","","","","","","","","","","","","","","","","","",""
"5860","3.140649870133055","3.140649870133055","3.140649870133055","174","174","174","","","","","","","","","","","","","","","","","",""
"5870","3.1405706504842517","3.1405706504842517","3.1405706504842517","176","176","176","","","","","","","","","","","","","","","","","",""
"5880","3.140497350084264","3.140497350084264","3.140497350084264","178","178","178","","","","","","","","","","","","","","","","","",""
"5890","3.136937136102449","3.136937136102449","3.136937136102449","180","180","180","","","","","","","","","","","","","","","","","",""
"5900","3.1358036947090007","3.1358036947090007","3.1358036947090007","182","182","182","","","","","","","","","","","","","","","","","",""
"5910","3.141932950482241","3.141932950482241","3.141932950482241","184","184","184","","","","","","","","","","","","","","","","","",""
"5920","3.143621651588802","3.143621651588802","3.143621651588802","186","186","186","","","","","","","","","","","","","","","","","",""
"5930","3.139173865549795","3.139173865549795","3.139173865549795","188","188","188","","","","","","","","","","","","","","","","","",""
"5940","3.141178148001163","3.141178148001163","3.141178148001163","190","190","190","","","","","","","","","","","","","","","","","",""
"5950","3.1436801299539763","3.1436801299539763","3.1436801299539763","192","192","192","","","","","","","","","","","","","","","","","",""
"5960","3.1416533492583834","3.1416533492583834","3.1416533492583834","194","194","194","","","","","","","","","","","","","","","","","",""
"5970","3.136652996174586","3.136652996174586","3.136652996174586","196","196","196","","","","","","","","","","","","","","","","","",""
"5980","3.133762995629393","3.133762995629393","3.133762995629393","198","198","198","","","","","","","","","","","","","","","","","",""
"5990","3.1324674989839343","3.1324674989839343","3.1324674989839343","200","200","200","","","","","","","","","","","","","","","","","",""
"6000","2.8192207490855408","2.8192207490855408","2.8192207490855408","203","203","203","","","","","","","","","","","","","","","","","",""
"6010","2.8573271318185887","2.8573271318185887","2.8573271318185887","205","205","205","","","","","","","","","","","","","","","","","",""
"6020","2.887317837826183","2.887317837826183","2.887317837826183","207","207","207","","","","","","","","","","","","","","","","","",""
"6030","2.91358010311583","2.91358010311583","2.91358010311583","209","209","209","","","","","","","","","","","","","","","","","",""
"6040","2.9423378307192865","2.9423378307192865","2.9423378307192865","211","211","211","","","","","","","","","","","","","","","","","",""
"6050","2.965062360635639","2.965062360635639","2.965062360635639","213","213","213","","","","","","","","","","","","","","","","","",""
"6060","2.982139212493218","2.982139212493218","2.982139212493218","215","215","215","","","","","","","","","","","","","","","","","",""
"6070","2.991724592391357","2.991724592391357","2.991724592391357","217","217","217","","","","","","","","","","","","","","","","","",""
"6080","3.00753717953894","3.00753717953894","3.00753717953894","219","219","219","","","","","","","","","","","","","","","","","",""
"6090","3.0175983953619014","3.0175983953619014","3.0175983953619014","221","221","221","","","","","","","","","","","","","","","","","",""
"6100","3.0228952880034456","3.0228952880034456","3.0228952880034456","223","223","223","","","","","","","","","","","","","","","","","",""
"6110","3.0315372319814213","3.0315372319814213","3.0315372319814213","225","225","225","","","","","","","","","","","","","","","","","",""
"6120","3.0486618290957788","3.0486618290957788","3.0486618290957788","227","227","227","","","","","","","","","","","","","","","","","",""
"6130","3.0548802981332224","3.0548802981332224","3.0548802981332224","229","229","229","","","","","","","","","","","","","","","","","",""
"6140","3.0617012664278107","3.0617012664278107","3.0617012664278107","231","231","231","","","","","","","","","","","","","","","","","",""
"6150","3.07174675028918","3.07174675028918","3.07174675028918","233","233","233","","","","","","","","","","","","","","","","","",""
"6160","3.078194836032967","3.078194836032967","3.078194836032967","235","235","235","","","","","","","","","","","","","","","","","",""
"6170","3.083715634869856","3.083715634869856","3.083715634869856","237","237","237","","","","","","","","","","","","","","","","","",""
"6180","3.0920697069114347","3.0920697069114347","3.0920697069114347","239","239","239","","","","","","","","","","","","","","","","","",""
"6190","3.094116970534256","3.094116970534256","3.094116970534256","241","241","241","","","","","","","","","","","","","","","","","",""
"6200","3.093173615308223","3.093173615308223","3.093173615308223","243","243","243","","","","","","","","","","","","","","","","","",""
"6210","3.0918865729912683","3.0918865729912683","3.0918865729912683","245","245","245","","","","","","","","","","","","","","","","","",""
"6220","3.0985319038818386","3.0985319038818386","3.0985319038818386","247","247","247","","","","","","","","","","","","","","","","","",""
"6230","3.110431833916018","3.110431833916018","3.110431833916018","249","249","249","","","","","","","","","","","","","","","","","",""
"6240","3.1177625785944847","3.1177625785944847","3.1177625785944847","251","251","251","","","","","","","","","","","","","","","","","",""
"6250","3.1246135256300556","3.1246135256300556","3.1246135256300556","253","253","253","","","","","","","","","","","","","","","","","",""
