"train/global_step","glad-glitter-9 - train/grad_norm","glad-glitter-9 - train/grad_norm__MIN","glad-glitter-9 - train/grad_norm__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX","sleek-moon-7 - train/grad_norm","sleek-moon-7 - train/grad_norm__MIN","sleek-moon-7 - train/grad_norm__MAX","sleek-moon-7 - _step","sleek-moon-7 - _step__MIN","sleek-moon-7 - _step__MAX","magic-universe-6 - train/grad_norm","magic-universe-6 - train/grad_norm__MIN","magic-universe-6 - train/grad_norm__MAX","magic-universe-6 - _step","magic-universe-6 - _step__MIN","magic-universe-6 - _step__MAX","visionary-oath-5 - train/grad_norm","visionary-oath-5 - train/grad_norm__MIN","visionary-oath-5 - train/grad_norm__MAX","visionary-oath-5 - _step","visionary-oath-5 - _step__MIN","visionary-oath-5 - _step__MAX"
"4290","","","","","","","0.2692180573940277","0.2692180573940277","0.2692180573940277","58","58","58","0.26921677589416504","0.26921677589416504","0.26921677589416504","867","867","867","","","","","",""
"4300","","","","","","","0.2479991465806961","0.2479991465806961","0.2479991465806961","60","60","60","0.2480618804693222","0.2480618804693222","0.2480618804693222","869","869","869","","","","","",""
"4310","","","","","","","0.2647586166858673","0.2647586166858673","0.2647586166858673","62","62","62","0.2647133469581604","0.2647133469581604","0.2647133469581604","871","871","871","","","","","",""
"4320","","","","","","","0.2988717257976532","0.2988717257976532","0.2988717257976532","64","64","64","0.2991390824317932","0.2991390824317932","0.2991390824317932","873","873","873","","","","","",""
"4330","","","","","","","0.2425616830587387","0.2425616830587387","0.2425616830587387","66","66","66","0.24251504242420197","0.24251504242420197","0.24251504242420197","875","875","875","","","","","",""
"4340","","","","","","","0.24524006247520447","0.24524006247520447","0.24524006247520447","68","68","68","0.2452194094657898","0.2452194094657898","0.2452194094657898","877","877","877","","","","","",""
"4350","","","","","","","0.2596938908100128","0.2596938908100128","0.2596938908100128","70","70","70","0.2596570551395416","0.2596570551395416","0.2596570551395416","879","879","879","","","","","",""
"4360","","","","","","","0.25143492221832275","0.25143492221832275","0.25143492221832275","72","72","72","0.2514551281929016","0.2514551281929016","0.2514551281929016","881","881","881","","","","","",""
"4370","","","","","","","0.2744333744049072","0.2744333744049072","0.2744333744049072","74","74","74","0.2742759883403778","0.2742759883403778","0.2742759883403778","883","883","883","","","","","",""
"4380","","","","","","","0.28226789832115173","0.28226789832115173","0.28226789832115173","76","76","76","0.2822069823741913","0.2822069823741913","0.2822069823741913","885","885","885","","","","","",""
"4390","","","","","","","0.2774913012981415","0.2774913012981415","0.2774913012981415","78","78","78","0.27749061584472656","0.27749061584472656","0.27749061584472656","887","887","887","","","","","",""
"4400","","","","","","","0.25018611550331116","0.25018611550331116","0.25018611550331116","80","80","80","0.2505936920642853","0.2505936920642853","0.2505936920642853","889","889","889","","","","","",""
"4410","","","","","","","0.24637718498706818","0.24637718498706818","0.24637718498706818","82","82","82","0.24626673758029938","0.24626673758029938","0.24626673758029938","891","891","891","","","","","",""
"4420","","","","","","","0.2654899060726166","0.2654899060726166","0.2654899060726166","84","84","84","0.26518261432647705","0.26518261432647705","0.26518261432647705","893","893","893","","","","","",""
"4430","","","","","","","0.28231367468833923","0.28231367468833923","0.28231367468833923","86","86","86","0.280191034078598","0.280191034078598","0.280191034078598","895","895","895","","","","","",""
"4440","","","","","","","0.2880246639251709","0.2880246639251709","0.2880246639251709","88","88","88","0.2874504327774048","0.2874504327774048","0.2874504327774048","897","897","897","","","","","",""
"4450","","","","","","","0.2764464318752289","0.2764464318752289","0.2764464318752289","90","90","90","0.27619531750679016","0.27619531750679016","0.27619531750679016","899","899","899","","","","","",""
"4460","","","","","","","0.35081127285957336","0.35081127285957336","0.35081127285957336","92","92","92","0.35085973143577576","0.35085973143577576","0.35085973143577576","901","901","901","","","","","",""
"4470","","","","","","","0.3072553277015686","0.3072553277015686","0.3072553277015686","94","94","94","0.30733388662338257","0.30733388662338257","0.30733388662338257","903","903","903","","","","","",""
"4480","","","","","","","0.28128641843795776","0.28128641843795776","0.28128641843795776","96","96","96","0.28094834089279175","0.28094834089279175","0.28094834089279175","905","905","905","","","","","",""
"4490","","","","","","","0.2751579284667969","0.2751579284667969","0.2751579284667969","98","98","98","0.27465447783470154","0.27465447783470154","0.27465447783470154","907","907","907","","","","","",""
"4500","","","","","","","0.25159651041030884","0.25159651041030884","0.25159651041030884","100","100","100","0.25200968980789185","0.25200968980789185","0.25200968980789185","909","909","909","","","","","",""
"4510","","","","","","","0.29184332489967346","0.29184332489967346","0.29184332489967346","103","103","103","0.291987806558609","0.291987806558609","0.291987806558609","912","912","912","","","","","",""
"4520","","","","","","","0.310477614402771","0.310477614402771","0.310477614402771","105","105","105","0.3105175197124481","0.3105175197124481","0.3105175197124481","914","914","914","","","","","",""
"4530","","","","","","","0.24700987339019775","0.24700987339019775","0.24700987339019775","107","107","107","0.24720939993858337","0.24720939993858337","0.24720939993858337","916","916","916","","","","","",""
"4540","","","","","","","0.27283647656440735","0.27283647656440735","0.27283647656440735","109","109","109","0.2722877860069275","0.2722877860069275","0.2722877860069275","918","918","918","","","","","",""
"4550","","","","","","","0.25725194811820984","0.25725194811820984","0.25725194811820984","111","111","111","0.25715145468711853","0.25715145468711853","0.25715145468711853","920","920","920","","","","","",""
"4560","","","","","","","0.2752506732940674","0.2752506732940674","0.2752506732940674","113","113","113","0.2755131721496582","0.2755131721496582","0.2755131721496582","922","922","922","","","","","",""
"4570","","","","","","","0.27685949206352234","0.27685949206352234","0.27685949206352234","115","115","115","0.27686500549316406","0.27686500549316406","0.27686500549316406","924","924","924","","","","","",""
"4580","","","","","","","0.2818971574306488","0.2818971574306488","0.2818971574306488","117","117","117","0.28184571862220764","0.28184571862220764","0.28184571862220764","926","926","926","","","","","",""
"4590","","","","","","","0.23945392668247223","0.23945392668247223","0.23945392668247223","119","119","119","0.23938849568367004","0.23938849568367004","0.23938849568367004","928","928","928","","","","","",""
"4600","","","","","","","0.3146344721317291","0.3146344721317291","0.3146344721317291","121","121","121","","","","","","","","","","","",""
"4610","","","","","","","0.3001875579357147","0.3001875579357147","0.3001875579357147","123","123","123","","","","","","","","","","","",""
"4620","","","","","","","0.29927998781204224","0.29927998781204224","0.29927998781204224","125","125","125","","","","","","","","","","","",""
"4630","","","","","","","0.23867934942245483","0.23867934942245483","0.23867934942245483","127","127","127","","","","","","","","","","","",""
"4640","","","","","","","0.36804255843162537","0.36804255843162537","0.36804255843162537","129","129","129","","","","","","","","","","","",""
"4650","","","","","","","0.28737056255340576","0.28737056255340576","0.28737056255340576","131","131","131","","","","","","","","","","","",""
"4660","","","","","","","0.2892088294029236","0.2892088294029236","0.2892088294029236","133","133","133","","","","","","","","","","","",""
"4670","","","","","","","0.2771311104297638","0.2771311104297638","0.2771311104297638","135","135","135","","","","","","","","","","","",""
"4680","","","","","","","0.24452105164527893","0.24452105164527893","0.24452105164527893","137","137","137","","","","","","","","","","","",""
"4690","","","","","","","0.2560333013534546","0.2560333013534546","0.2560333013534546","139","139","139","","","","","","","","","","","",""
"4700","","","","","","","0.236799418926239","0.236799418926239","0.236799418926239","141","141","141","","","","","","","","","","","",""
"4710","","","","","","","0.2712154984474182","0.2712154984474182","0.2712154984474182","143","143","143","","","","","","","","","","","",""
"4720","","","","","","","0.2801673114299774","0.2801673114299774","0.2801673114299774","145","145","145","","","","","","","","","","","",""
"4730","","","","","","","0.2466675341129303","0.2466675341129303","0.2466675341129303","147","147","147","","","","","","","","","","","",""
"4740","","","","","","","0.26024654507637024","0.26024654507637024","0.26024654507637024","149","149","149","","","","","","","","","","","",""
"4750","","","","","","","0.266379714012146","0.266379714012146","0.266379714012146","151","151","151","","","","","","","","","","","",""
"4760","","","","","","","0.23942811787128448","0.23942811787128448","0.23942811787128448","153","153","153","","","","","","","","","","","",""
"4770","","","","","","","0.26752644777297974","0.26752644777297974","0.26752644777297974","155","155","155","","","","","","","","","","","",""
"4780","","","","","","","0.27837175130844116","0.27837175130844116","0.27837175130844116","157","157","157","","","","","","","","","","","",""
"4790","","","","","","","0.26330962777137756","0.26330962777137756","0.26330962777137756","159","159","159","","","","","","","","","","","",""
"4800","","","","","","","0.26152709126472473","0.26152709126472473","0.26152709126472473","161","161","161","","","","","","","","","","","",""
"4810","","","","","","","0.29064908623695374","0.29064908623695374","0.29064908623695374","163","163","163","","","","","","","","","","","",""
"4820","","","","","","","0.285018652677536","0.285018652677536","0.285018652677536","165","165","165","","","","","","","","","","","",""
"4830","","","","","","","0.2593795657157898","0.2593795657157898","0.2593795657157898","167","167","167","","","","","","","","","","","",""
"4840","","","","","","","0.25778862833976746","0.25778862833976746","0.25778862833976746","169","169","169","","","","","","","","","","","",""
"4850","","","","","","","0.2866196036338806","0.2866196036338806","0.2866196036338806","171","171","171","","","","","","","","","","","",""
"4860","","","","","","","0.3103308081626892","0.3103308081626892","0.3103308081626892","173","173","173","","","","","","","","","","","",""
"4870","","","","","","","0.2568490505218506","0.2568490505218506","0.2568490505218506","175","175","175","","","","","","","","","","","",""
"4880","","","","","","","0.30332061648368835","0.30332061648368835","0.30332061648368835","177","177","177","","","","","","","","","","","",""
"4890","","","","","","","0.2572932243347168","0.2572932243347168","0.2572932243347168","179","179","179","","","","","","","","","","","",""
"4900","","","","","","","0.24658644199371338","0.24658644199371338","0.24658644199371338","181","181","181","","","","","","","","","","","",""
"4910","","","","","","","0.27351441979408264","0.27351441979408264","0.27351441979408264","183","183","183","","","","","","","","","","","",""
"4920","","","","","","","0.30873170495033264","0.30873170495033264","0.30873170495033264","185","185","185","","","","","","","","","","","",""
"4930","","","","","","","0.28482329845428467","0.28482329845428467","0.28482329845428467","187","187","187","","","","","","","","","","","",""
"4940","","","","","","","0.30122876167297363","0.30122876167297363","0.30122876167297363","189","189","189","","","","","","","","","","","",""
"4950","","","","","","","0.2496751993894577","0.2496751993894577","0.2496751993894577","191","191","191","","","","","","","","","","","",""
"4960","","","","","","","0.2625928223133087","0.2625928223133087","0.2625928223133087","193","193","193","","","","","","","","","","","",""
"4970","","","","","","","0.2918909192085266","0.2918909192085266","0.2918909192085266","195","195","195","","","","","","","","","","","",""
"4980","","","","","","","0.2749826908111572","0.2749826908111572","0.2749826908111572","197","197","197","","","","","","","","","","","",""
"4990","","","","","","","0.30157044529914856","0.30157044529914856","0.30157044529914856","199","199","199","","","","","","","","","","","",""
"5000","","","","","","","0.25868964195251465","0.25868964195251465","0.25868964195251465","201","201","201","","","","","","","","","","","",""
"5010","0.28874853253364563","0.28874853253364563","0.28874853253364563","2","2","2","0.28875893354415894","0.28875893354415894","0.28875893354415894","204","204","204","","","","","","","","","","","",""
"5020","0.2375214695930481","0.2375214695930481","0.2375214695930481","4","4","4","0.2404170036315918","0.2404170036315918","0.2404170036315918","206","206","206","","","","","","","","","","","",""
"5030","0.24984918534755707","0.24984918534755707","0.24984918534755707","6","6","6","0.24986286461353302","0.24986286461353302","0.24986286461353302","208","208","208","","","","","","","","","","","",""
"5040","0.26482248306274414","0.26482248306274414","0.26482248306274414","8","8","8","0.2648064196109772","0.2648064196109772","0.2648064196109772","210","210","210","","","","","","","","","","","",""
"5050","0.28544530272483826","0.28544530272483826","0.28544530272483826","10","10","10","0.2858563959598541","0.2858563959598541","0.2858563959598541","212","212","212","","","","","","","","","","","",""
"5060","0.29814058542251587","0.29814058542251587","0.29814058542251587","12","12","12","0.29841849207878113","0.29841849207878113","0.29841849207878113","214","214","214","","","","","","","","","","","",""
"5070","0.29685452580451965","0.29685452580451965","0.29685452580451965","14","14","14","0.2980099618434906","0.2980099618434906","0.2980099618434906","216","216","216","","","","","","","","","","","",""
"5080","0.3412555158138275","0.3412555158138275","0.3412555158138275","16","16","16","0.3411557078361511","0.3411557078361511","0.3411557078361511","218","218","218","","","","","","","","","","","",""
"5090","0.2784349024295807","0.2784349024295807","0.2784349024295807","18","18","18","0.2784716486930847","0.2784716486930847","0.2784716486930847","220","220","220","","","","","","","","","","","",""
"5100","0.26715606451034546","0.26715606451034546","0.26715606451034546","20","20","20","0.2672137916088104","0.2672137916088104","0.2672137916088104","222","222","222","","","","","","","","","","","",""
"5110","0.2699050307273865","0.2699050307273865","0.2699050307273865","22","22","22","0.26973509788513184","0.26973509788513184","0.26973509788513184","224","224","224","","","","","","","","","","","",""
"5120","0.3099609315395355","0.3099609315395355","0.3099609315395355","24","24","24","0.31006163358688354","0.31006163358688354","0.31006163358688354","226","226","226","","","","","","","","","","","",""
"5130","0.24353639781475067","0.24353639781475067","0.24353639781475067","26","26","26","0.2436276078224182","0.2436276078224182","0.2436276078224182","228","228","228","","","","","","","","","","","",""
"5140","0.24125830829143524","0.24125830829143524","0.24125830829143524","28","28","28","0.24136440455913544","0.24136440455913544","0.24136440455913544","230","230","230","","","","","","","","","","","",""
"5150","0.27750930190086365","0.27750930190086365","0.27750930190086365","30","30","30","0.27752944827079773","0.27752944827079773","0.27752944827079773","232","232","232","","","","","","","","","","","",""
"5160","0.279449999332428","0.279449999332428","0.279449999332428","32","32","32","0.27971670031547546","0.27971670031547546","0.27971670031547546","234","234","234","","","","","","","","","","","",""
"5170","0.2669982612133026","0.2669982612133026","0.2669982612133026","34","34","34","0.2671252191066742","0.2671252191066742","0.2671252191066742","236","236","236","","","","","","","","","","","",""
"5180","0.27859941124916077","0.27859941124916077","0.27859941124916077","36","36","36","0.2786523401737213","0.2786523401737213","0.2786523401737213","238","238","238","","","","","","","","","","","",""
"5190","0.269214004278183","0.269214004278183","0.269214004278183","38","38","38","0.2691784203052521","0.2691784203052521","0.2691784203052521","240","240","240","","","","","","","","","","","",""
"5200","0.2625201344490051","0.2625201344490051","0.2625201344490051","40","40","40","0.26245322823524475","0.26245322823524475","0.26245322823524475","242","242","242","","","","","","","","","","","",""
"5210","0.2733871042728424","0.2733871042728424","0.2733871042728424","42","42","42","0.2733196020126343","0.2733196020126343","0.2733196020126343","244","244","244","","","","","","","","","","","",""
"5220","0.25350460410118103","0.25350460410118103","0.25350460410118103","44","44","44","0.2547108232975006","0.2547108232975006","0.2547108232975006","246","246","246","","","","","","","","","","","",""
"5230","0.29125818610191345","0.29125818610191345","0.29125818610191345","46","46","46","0.29126572608947754","0.29126572608947754","0.29126572608947754","248","248","248","","","","","","","","","","","",""
"5240","0.2833681106567383","0.2833681106567383","0.2833681106567383","48","48","48","0.28326600790023804","0.28326600790023804","0.28326600790023804","250","250","250","","","","","","","","","","","",""
"5250","0.2890307605266571","0.2890307605266571","0.2890307605266571","50","50","50","0.2890026569366455","0.2890026569366455","0.2890026569366455","252","252","252","","","","","","","","","","","",""
"5260","0.273361474275589","0.273361474275589","0.273361474275589","52","52","52","0.27338701486587524","0.27338701486587524","0.27338701486587524","254","254","254","","","","","","","","","","","",""
"5270","0.28333669900894165","0.28333669900894165","0.28333669900894165","54","54","54","0.2833397388458252","0.2833397388458252","0.2833397388458252","256","256","256","","","","","","","","","","","",""
"5280","0.2713488042354584","0.2713488042354584","0.2713488042354584","56","56","56","0.2714347243309021","0.2714347243309021","0.2714347243309021","258","258","258","","","","","","","","","","","",""
"5290","0.2479996532201767","0.2479996532201767","0.2479996532201767","58","58","58","0.2481391578912735","0.2481391578912735","0.2481391578912735","260","260","260","","","","","","","","","","","",""
"5300","0.3236074149608612","0.3236074149608612","0.3236074149608612","60","60","60","0.32366740703582764","0.32366740703582764","0.32366740703582764","262","262","262","","","","","","","","","","","",""
"5310","0.2793528735637665","0.2793528735637665","0.2793528735637665","62","62","62","0.27943819761276245","0.27943819761276245","0.27943819761276245","264","264","264","","","","","","","","","","","",""
"5320","0.30574914813041687","0.30574914813041687","0.30574914813041687","64","64","64","0.3062037229537964","0.3062037229537964","0.3062037229537964","266","266","266","","","","","","","","","","","",""
"5330","0.2821773588657379","0.2821773588657379","0.2821773588657379","66","66","66","0.28211718797683716","0.28211718797683716","0.28211718797683716","268","268","268","","","","","","","","","","","",""
"5340","0.24197787046432495","0.24197787046432495","0.24197787046432495","68","68","68","0.24197065830230713","0.24197065830230713","0.24197065830230713","270","270","270","","","","","","","","","","","",""
"5350","0.28581610321998596","0.28581610321998596","0.28581610321998596","70","70","70","0.28588297963142395","0.28588297963142395","0.28588297963142395","272","272","272","","","","","","","","","","","",""
"5360","0.2910030782222748","0.2910030782222748","0.2910030782222748","72","72","72","0.29110825061798096","0.29110825061798096","0.29110825061798096","274","274","274","","","","","","","","","","","",""
"5370","0.2650423049926758","0.2650423049926758","0.2650423049926758","74","74","74","0.26484420895576477","0.26484420895576477","0.26484420895576477","276","276","276","","","","","","","","","","","",""
"5380","0.26681044697761536","0.26681044697761536","0.26681044697761536","76","76","76","0.266634464263916","0.266634464263916","0.266634464263916","278","278","278","","","","","","","","","","","",""
"5390","0.26354485750198364","0.26354485750198364","0.26354485750198364","78","78","78","0.263520210981369","0.263520210981369","0.263520210981369","280","280","280","","","","","","","","","","","",""
"5400","0.2854633629322052","0.2854633629322052","0.2854633629322052","80","80","80","0.2853986918926239","0.2853986918926239","0.2853986918926239","282","282","282","","","","","","","","","","","",""
"5410","0.30480968952178955","0.30480968952178955","0.30480968952178955","82","82","82","0.3047555088996887","0.3047555088996887","0.3047555088996887","284","284","284","","","","","","","","","","","",""
"5420","0.3152318000793457","0.3152318000793457","0.3152318000793457","84","84","84","0.3100733160972595","0.3100733160972595","0.3100733160972595","286","286","286","","","","","","","","","","","",""
"5430","0.30771809816360474","0.30771809816360474","0.30771809816360474","86","86","86","0.3077618479728699","0.3077618479728699","0.3077618479728699","288","288","288","","","","","","","","","","","",""
"5440","0.31813302636146545","0.31813302636146545","0.31813302636146545","88","88","88","0.31837642192840576","0.31837642192840576","0.31837642192840576","290","290","290","","","","","","","","","","","",""
"5450","0.24187131226062775","0.24187131226062775","0.24187131226062775","90","90","90","0.24150218069553375","0.24150218069553375","0.24150218069553375","292","292","292","","","","","","","","","","","",""
"5460","0.2861729562282562","0.2861729562282562","0.2861729562282562","92","92","92","0.2861943542957306","0.2861943542957306","0.2861943542957306","294","294","294","","","","","","","","","","","",""
"5470","0.27757757902145386","0.27757757902145386","0.27757757902145386","94","94","94","0.277565062046051","0.277565062046051","0.277565062046051","296","296","296","","","","","","","","","","","",""
"5480","0.2747410833835602","0.2747410833835602","0.2747410833835602","96","96","96","0.2748374342918396","0.2748374342918396","0.2748374342918396","298","298","298","","","","","","","","","","","",""
"5490","0.25499817728996277","0.25499817728996277","0.25499817728996277","98","98","98","0.25518205761909485","0.25518205761909485","0.25518205761909485","300","300","300","","","","","","","","","","","",""
"5500","0.27789440751075745","0.27789440751075745","0.27789440751075745","100","100","100","0.27788519859313965","0.27788519859313965","0.27788519859313965","302","302","302","","","","","","","","","","","",""
"5510","0.24495889246463776","0.24495889246463776","0.24495889246463776","103","103","103","","","","","","","","","","","","","","","","","",""
"5520","0.2651679217815399","0.2651679217815399","0.2651679217815399","105","105","105","","","","","","","","","","","","","","","","","",""
"5530","0.25430190563201904","0.25430190563201904","0.25430190563201904","107","107","107","","","","","","","","","","","","","","","","","",""
"5540","0.25555747747421265","0.25555747747421265","0.25555747747421265","109","109","109","","","","","","","","","","","","","","","","","",""
"5550","0.2754855155944824","0.2754855155944824","0.2754855155944824","111","111","111","","","","","","","","","","","","","","","","","",""
"5560","0.27472373843193054","0.27472373843193054","0.27472373843193054","113","113","113","","","","","","","","","","","","","","","","","",""
"5570","0.2911529541015625","0.2911529541015625","0.2911529541015625","115","115","115","","","","","","","","","","","","","","","","","",""
"5580","0.30448803305625916","0.30448803305625916","0.30448803305625916","117","117","117","","","","","","","","","","","","","","","","","",""
"5590","0.3077356219291687","0.3077356219291687","0.3077356219291687","119","119","119","","","","","","","","","","","","","","","","","",""
"5600","0.28882351517677307","0.28882351517677307","0.28882351517677307","121","121","121","","","","","","","","","","","","","","","","","",""
"5610","0.2698313295841217","0.2698313295841217","0.2698313295841217","123","123","123","","","","","","","","","","","","","","","","","",""
"5620","0.3059784471988678","0.3059784471988678","0.3059784471988678","125","125","125","","","","","","","","","","","","","","","","","",""
"5630","0.26378345489501953","0.26378345489501953","0.26378345489501953","127","127","127","","","","","","","","","","","","","","","","","",""
"5640","0.2991980016231537","0.2991980016231537","0.2991980016231537","129","129","129","","","","","","","","","","","","","","","","","",""
"5650","0.2797730267047882","0.2797730267047882","0.2797730267047882","131","131","131","","","","","","","","","","","","","","","","","",""
"5660","0.26746582984924316","0.26746582984924316","0.26746582984924316","133","133","133","","","","","","","","","","","","","","","","","",""
"5670","0.2680695056915283","0.2680695056915283","0.2680695056915283","135","135","135","","","","","","","","","","","","","","","","","",""
"5680","0.25525736808776855","0.25525736808776855","0.25525736808776855","137","137","137","","","","","","","","","","","","","","","","","",""
"5690","0.2707185447216034","0.2707185447216034","0.2707185447216034","139","139","139","","","","","","","","","","","","","","","","","",""
"5700","0.28198638558387756","0.28198638558387756","0.28198638558387756","141","141","141","","","","","","","","","","","","","","","","","",""
"5710","0.2798919975757599","0.2798919975757599","0.2798919975757599","143","143","143","","","","","","","","","","","","","","","","","",""
"5720","0.2799893319606781","0.2799893319606781","0.2799893319606781","145","145","145","","","","","","","","","","","","","","","","","",""
"5730","0.26689013838768005","0.26689013838768005","0.26689013838768005","147","147","147","","","","","","","","","","","","","","","","","",""
"5740","0.2879292666912079","0.2879292666912079","0.2879292666912079","149","149","149","","","","","","","","","","","","","","","","","",""
"5750","0.2615833878517151","0.2615833878517151","0.2615833878517151","151","151","151","","","","","","","","","","","","","","","","","",""
"5760","0.3074229657649994","0.3074229657649994","0.3074229657649994","153","153","153","","","","","","","","","","","","","","","","","",""
"5770","0.2763773202896118","0.2763773202896118","0.2763773202896118","155","155","155","","","","","","","","","","","","","","","","","",""
"5780","0.2787953317165375","0.2787953317165375","0.2787953317165375","157","157","157","","","","","","","","","","","","","","","","","",""
"5790","0.2782362401485443","0.2782362401485443","0.2782362401485443","159","159","159","","","","","","","","","","","","","","","","","",""
"5800","0.27064329385757446","0.27064329385757446","0.27064329385757446","161","161","161","","","","","","","","","","","","","","","","","",""
"5810","0.26644647121429443","0.26644647121429443","0.26644647121429443","163","163","163","","","","","","","","","","","","","","","","","",""
"5820","0.31652161478996277","0.31652161478996277","0.31652161478996277","165","165","165","","","","","","","","","","","","","","","","","",""
"5830","0.29886960983276367","0.29886960983276367","0.29886960983276367","167","167","167","","","","","","","","","","","","","","","","","",""
"5840","0.2616664469242096","0.2616664469242096","0.2616664469242096","169","169","169","","","","","","","","","","","","","","","","","",""
"5850","0.26541867852211","0.26541867852211","0.26541867852211","171","171","171","","","","","","","","","","","","","","","","","",""
"5860","0.2797077000141144","0.2797077000141144","0.2797077000141144","173","173","173","","","","","","","","","","","","","","","","","",""
"5870","0.30559423565864563","0.30559423565864563","0.30559423565864563","175","175","175","","","","","","","","","","","","","","","","","",""
"5880","0.2770594656467438","0.2770594656467438","0.2770594656467438","177","177","177","","","","","","","","","","","","","","","","","",""
"5890","0.28827613592147827","0.28827613592147827","0.28827613592147827","179","179","179","","","","","","","","","","","","","","","","","",""
"5900","0.3242996633052826","0.3242996633052826","0.3242996633052826","181","181","181","","","","","","","","","","","","","","","","","",""
"5910","0.28829312324523926","0.28829312324523926","0.28829312324523926","183","183","183","","","","","","","","","","","","","","","","","",""
"5920","0.27914005517959595","0.27914005517959595","0.27914005517959595","185","185","185","","","","","","","","","","","","","","","","","",""
"5930","0.2922334671020508","0.2922334671020508","0.2922334671020508","187","187","187","","","","","","","","","","","","","","","","","",""
"5940","0.2701612710952759","0.2701612710952759","0.2701612710952759","189","189","189","","","","","","","","","","","","","","","","","",""
"5950","0.36647266149520874","0.36647266149520874","0.36647266149520874","191","191","191","","","","","","","","","","","","","","","","","",""
"5960","0.27046576142311096","0.27046576142311096","0.27046576142311096","193","193","193","","","","","","","","","","","","","","","","","",""
"5970","0.3067437410354614","0.3067437410354614","0.3067437410354614","195","195","195","","","","","","","","","","","","","","","","","",""
"5980","0.2992057204246521","0.2992057204246521","0.2992057204246521","197","197","197","","","","","","","","","","","","","","","","","",""
"5990","0.28271928429603577","0.28271928429603577","0.28271928429603577","199","199","199","","","","","","","","","","","","","","","","","",""
"6000","0.2211119532585144","0.2211119532585144","0.2211119532585144","201","201","201","","","","","","","","","","","","","","","","","",""
"6010","0.29208388924598694","0.29208388924598694","0.29208388924598694","204","204","204","","","","","","","","","","","","","","","","","",""
"6020","0.2706175744533539","0.2706175744533539","0.2706175744533539","206","206","206","","","","","","","","","","","","","","","","","",""
"6030","0.31059399247169495","0.31059399247169495","0.31059399247169495","208","208","208","","","","","","","","","","","","","","","","","",""
"6040","0.2657397389411926","0.2657397389411926","0.2657397389411926","210","210","210","","","","","","","","","","","","","","","","","",""
"6050","0.2913215160369873","0.2913215160369873","0.2913215160369873","212","212","212","","","","","","","","","","","","","","","","","",""
"6060","0.28518566489219666","0.28518566489219666","0.28518566489219666","214","214","214","","","","","","","","","","","","","","","","","",""
"6070","0.2715749144554138","0.2715749144554138","0.2715749144554138","216","216","216","","","","","","","","","","","","","","","","","",""
"6080","0.2816223204135895","0.2816223204135895","0.2816223204135895","218","218","218","","","","","","","","","","","","","","","","","",""
"6090","0.24526411294937134","0.24526411294937134","0.24526411294937134","220","220","220","","","","","","","","","","","","","","","","","",""
"6100","0.25760579109191895","0.25760579109191895","0.25760579109191895","222","222","222","","","","","","","","","","","","","","","","","",""
"6110","0.29103443026542664","0.29103443026542664","0.29103443026542664","224","224","224","","","","","","","","","","","","","","","","","",""
"6120","0.2661612033843994","0.2661612033843994","0.2661612033843994","226","226","226","","","","","","","","","","","","","","","","","",""
"6130","0.2902592420578003","0.2902592420578003","0.2902592420578003","228","228","228","","","","","","","","","","","","","","","","","",""
"6140","0.28168073296546936","0.28168073296546936","0.28168073296546936","230","230","230","","","","","","","","","","","","","","","","","",""
"6150","0.25262904167175293","0.25262904167175293","0.25262904167175293","232","232","232","","","","","","","","","","","","","","","","","",""
"6160","0.3168310225009918","0.3168310225009918","0.3168310225009918","234","234","234","","","","","","","","","","","","","","","","","",""
"6170","0.2652195692062378","0.2652195692062378","0.2652195692062378","236","236","236","","","","","","","","","","","","","","","","","",""
"6180","0.3050391674041748","0.3050391674041748","0.3050391674041748","238","238","238","","","","","","","","","","","","","","","","","",""
"6190","0.2862515151500702","0.2862515151500702","0.2862515151500702","240","240","240","","","","","","","","","","","","","","","","","",""
"6200","0.2872183918952942","0.2872183918952942","0.2872183918952942","242","242","242","","","","","","","","","","","","","","","","","",""
"6210","0.28345704078674316","0.28345704078674316","0.28345704078674316","244","244","244","","","","","","","","","","","","","","","","","",""
"6220","0.26116517186164856","0.26116517186164856","0.26116517186164856","246","246","246","","","","","","","","","","","","","","","","","",""
"6230","0.2704778015613556","0.2704778015613556","0.2704778015613556","248","248","248","","","","","","","","","","","","","","","","","",""
"6240","0.2938840687274933","0.2938840687274933","0.2938840687274933","250","250","250","","","","","","","","","","","","","","","","","",""
"6250","0.30714496970176697","0.30714496970176697","0.30714496970176697","252","252","252","","","","","","","","","","","","","","","","","",""
"6260","0.37988388538360596","0.37988388538360596","0.37988388538360596","254","254","254","","","","","","","","","","","","","","","","","",""
"6270","0.2464059740304947","0.2464059740304947","0.2464059740304947","256","256","256","","","","","","","","","","","","","","","","","",""
"6280","0.2621273100376129","0.2621273100376129","0.2621273100376129","258","258","258","","","","","","","","","","","","","","","","","",""
"6290","0.2858014404773712","0.2858014404773712","0.2858014404773712","260","260","260","","","","","","","","","","","","","","","","","",""
"6300","0.3253321051597595","0.3253321051597595","0.3253321051597595","262","262","262","","","","","","","","","","","","","","","","","",""
"6310","0.28671684861183167","0.28671684861183167","0.28671684861183167","264","264","264","","","","","","","","","","","","","","","","","",""
